,osm_id,name,type,width,geometry,Length,NAME_1
70,25942511,LagarfljÃ³t,89504.33437811115,0,"LINESTRING (1062112.181218031 7262039.795343872, 1062247.658667847 7262203.119781787, 1062415.043984042 7262421.594693284, 1062492.129901114 7262520.554538279, 1062540.34566433 7262810.382777234, 1062570.124887316 7262845.019539652, 1062644.159970134 7262917.092743025, 1063042.988426321 7263195.19559908, 1063144.123230239 7263221.109241764, 1063242.83316785 7263226.220851485, 1063340.835041694 7263218.335224025, 1063542.577185623 7263167.286142422, 1063705.153988943 7263152.596773133, 1063841.147245929 7263203.467128159, 1063929.791888563 7263244.124586331, 1063998.383948365 7263310.90586942, 1064019.077841769 7263436.972108188, 1064070.205368611 7263516.440917884, 1064083.105888056 7263710.593012076, 1064178.044479752 7263768.532883083, 1064287.245747203 7263830.313838829, 1064326.990636448 7263907.580669515, 1064486.221656715 7264104.292570675, 1064619.873633693 7264244.680242716, 1064779.394756486 7264428.607399858, 1064996.328830255 7264559.426815779, 1065140.030836207 7264664.299823305, 1065254.167014331 7264955.085320052, 1065444.792304736 7265110.808039497, 1065631.765277088 7265213.393234249, 1065741.09134446 7265307.35212335, 1065752.889981883 7265445.577571781, 1065642.916778973 7265926.49599772, 1065759.035396342 7266193.984633977, 1066023.74360448 7266423.716700057, 1066077.520956558 7266916.054147245, 1066142.474546495 7267309.34942111, 1066291.099759921 7267628.341651626, 1066508.139256741 7267896.730103546, 1066742.90830577 7268171.883466873, 1066870.963143034 7268480.369717982, 1066973.880756757 7269056.014750764, 1067370.438539491 7269876.438913116, 1067971.078577295 7270792.134959856, 1068287.127438931 7271235.25792291, 1068710.804970536 7271841.778303729, 1070033.87988592 7272929.429484747, 1070695.449291264 7274030.715554578, 1072316.90720176 7276548.953015763, 1073585.636410057 7279253.862884097, 1074555.688406964 7281536.118343298, 1075621.516804921 7283127.301976555, 1077243.957020429 7284888.519424148, 1078087.073852354 7286494.670357067, 1078796.545094715 7288467.590112435, 1079156.404270994 7290310.741925817, 1080178.457719075 7291401.016054993, 1081242.092810657 7291791.891450285, 1081763.740095009 7292526.34097711, 1082201.110514967 7293774.710832272, 1082546.104120288 7294771.592798713, 1082945.837237991 7295436.017105003, 1083603.77037645 7295669.709755638, 1084073.506078263 7296036.511692924, 1083907.88667033 7296506.018881575, 1083712.388388603 7297371.709523046, 1083728.635619267 7297887.890597806, 1083854.095658692 7298210.307491209, 1083985.343577013 7298437.873239391, 1084167.977251315 7298825.437297701, 1084183.310902579 7299179.044887844, 1084226.157110684 7299669.945241522, 1084326.963659959 7300082.96034894, 1084326.812400509 7300330.553799529, 1084244.892008359 7300824.930783181, 1084319.640221203 7301287.832957514, 1084453.754984347 7301704.803446734, 1084455.409940839 7302189.60457697, 1084327.868851096 7302505.929055277, 1084112.857692162 7303136.066236266, 1083873.198353915 7303550.545176854, 1083490.316258211 7304366.635896732, 1083391.925682704 7304883.360853947, 1083414.276469357 7305450.683956926, 1083368.951447931 7305899.480872953, 1083144.639594074 7306376.805678578, 1082963.308098646 7306881.615349546, 1082898.816066369 7307336.005417711, 1082900.096306131 7307831.441162441, 1082881.31743138 7308174.681404956, 1083059.359849717 7308483.841838702, 1083335.068038493 7308859.142993663, 1083304.183836362 7309352.463446486, 1083184.435331414 7309804.498087256, 1083132.797780422 7310103.846837197, 1082767.595782343 7311421.159822234, 1082678.60731701 7312357.068323674, 1082396.304337423 7313518.165886092, 1082383.083437528 7314204.994076401, 1082300.956665657 7315004.006758521, 1082042.724751794 7315594.674957538, 1082064.649955697 7316334.109448636, 1082143.441171158 7317144.429275979, 1082078.905956199 7317331.092581328, 1081930.291001192 7317457.286060626, 1081872.085032187 7317553.753233152, 1081793.531313662 7317643.667388409, 1081741.489307256 7317840.059816822, 1081735.96204576 7317973.706644649, 1081921.905480777 7318030.834772749, 1082035.329521451 7318171.871508417, 1082044.953445317 7318456.166890268, 1081813.047621072 7318828.181656186, 1081770.444546185 7319207.518189575, 1081894.57526318 7319738.561625079, 1082020.986574889 7320360.051965222, 1081935.735867029 7320727.055410924, 1081868.305045974 7321329.597512947, 1081891.264704251 7321794.689956173, 1081902.121628786 7322284.937924948, 1081856.965836542 7322794.828079135, 1081654.728305206 7323123.79252635, 1081543.316490744 7323194.483909132, 1081476.069824005 7323305.587362143, 1081418.880960114 7323441.2904835, 1081386.807649933 7323489.048957918, 1081348.417931273 7323533.680167165, 1081314.928497081 7323556.569635259, 1081291.447368896 7323628.388535276, 1081250.047646261 7323854.646429809, 1081195.320946143 7323985.952181001, 1081140.402681995 7324066.196494702, 1081068.082973459 7324203.075137138, 1081037.566605978 7324386.731775059, 1080985.659111806 7324586.802486293, 1080863.341908769 7324723.993966907, 1080753.681255554 7324826.35037003, 1080681.772508996 7325036.163629348, 1080660.71946598 7325261.8734733, 1080724.462101218 7325751.670291472, 1080623.140399968 7326271.953254183, 1080571.203986569 7326632.302939788, 1080661.737495939 7326928.353217554, 1080856.472393751 7327171.480198913, 1080978.386065448 7327430.851227815, 1080936.765377145 7327845.812952575, 1080758.847519366 7328165.904107442, 1080711.540553179 7328385.873263722, 1080828.041917913 7328600.992724445, 1081207.272881316 7329030.040831103, 1081334.88333988 7329436.342243083, 1081414.902023522 7330080.06285237, 1081507.983590209 7330619.593926433, 1081727.735328893 7330952.048472852, 1081884.559499933 7331276.578047852, 1082091.43522331 7331627.1717815, 1082199.990358942 7331724.115391089, 1082283.937542356 7331806.274254213, 1082373.691061644 7331915.607523288, 1082437.761253183 7332039.157292547, 1082437.11274715 7332177.037974537, 1082389.392186314 7332298.763274455, 1082333.532336207 7332491.859028866, 1082302.0676852 7332676.967950361, 1082245.825203675 7332887.819384813, 1082108.94022849 7333254.156677293, 1082049.513388349 7333480.543893767, 1082060.804924109 7333536.408170911, 1082105.958234688 7333625.186904905, 1082218.901579738 7333700.282736457, 1082357.021907056 7333795.163851237, 1082563.123878449 7333835.845144748, 1082760.751086991 7333822.860601085, 1083041.450827103 7333801.007314652, 1083253.397923938 7333797.486390043, 1083427.687177625 7333834.936636303, 1083601.800427769 7333904.824468905, 1083624.614169211 7334078.308703778, 1083595.321733785 7334307.601280316, 1083632.176535483 7334539.120796346, 1083572.116144945 7334862.63846456, 1083467.774459177 7335535.533444255, 1083462.477569539 7335711.248604448, 1083510.296967329 7335810.297620948, 1083616.128929208 7335966.711219479, 1083778.009397491 7336024.367104885, 1084004.065753549 7336038.481770478, 1084163.36560967 7335998.302291127, 1084286.28599432 7335882.51335055, 1084397.991613632 7335766.027172488, 1084509.799479569 7335688.487017673, 1084626.336024082 7335603.810885005, 1084819.76828594 7335547.977266239, 1084969.095608402 7335674.499665047, 1084958.971394148 7335912.52777667, 1084878.663403178 7336097.117811387, 1084655.260868948 7336432.229081359, 1084505.852022938 7336652.807264558, 1084354.037015651 7336806.382461489, 1084222.619335321 7336939.825719646, 1084131.424089552 7337130.210165765, 1084047.108656703 7337373.871648287, 1084048.59965493 7337396.224480163)",91124.79574785175,Austurland
80,26099211,ÃssurÃ¡,5981.104209842898,0,"LINESTRING (1090835.080829139 7201974.563375937, 1090956.315613307 7202218.23033741, 1090935.107534331 7202754.985927824, 1090945.226270385 7202875.296733237, 1090955.344429671 7202995.596476354, 1090874.15179569 7203064.08861088, 1090802.829426053 7203168.327636633, 1090630.581418422 7203269.562927793, 1090608.131734157 7203383.439157523, 1090455.649815951 7203556.151296213, 1090316.265436022 7203748.34185234, 1090186.771988884 7203976.247938981, 1089946.253684256 7204080.913025017, 1089631.564916558 7204390.571866862, 1089037.854885704 7204915.493743935, 1088976.510010777 7205055.408312988, 1088849.488851829 7205013.529738945, 1088732.642584677 7205091.866223596, 1088779.144424309 7205371.167800059, 1088848.019377771 7205536.675953753, 1088796.57300848 7205712.264988146, 1088936.919435404 7205858.055800367, 1089054.308166762 7205948.682794159, 1089194.904441118 7206178.93529905, 1089396.826712215 7206269.345085686, 1089611.80667384 7206379.225641706)",5981.104209842898,Austurland
81,26099221,ReyÃ°arÃ¡,9025.558706780865,0,"LINESTRING (1088953.14617808 7198627.827500218, 1088738.89357067 7198856.482092245, 1088565.685096767 7199566.786442235, 1088136.345314444 7199770.097868158, 1087821.902545157 7200165.041049566, 1087353.724002809 7200394.561736358, 1087104.643395671 7200802.229429872, 1086835.397338497 7201053.769080344, 1086686.645674851 7201295.075893722, 1086722.793756044 7201369.74757887, 1086433.767497443 7201549.791037534, 1086343.49599575 7201751.800602521, 1086197.224560461 7201807.677757669, 1086318.789798861 7202051.09667232, 1086320.291870418 7202389.273465865, 1086233.976215255 7202744.023519238, 1086495.336547148 7202964.084716586, 1086646.199755344 7203230.092951955, 1086998.832821052 7203501.845633306, 1086974.031818453 7203800.978575918, 1087150.308015748 7203936.85371399, 1087235.930288274 7204190.060036723, 1087340.663829397 7204345.694151049, 1087500.940943277 7204562.879129152, 1087664.708985341 7204848.279270341, 1087740.992805798 7205234.684697682, 1087759.165088906 7205744.686820905)",9025.558706780865,Austurland
82,26099249,HvaldalsÃ¡,4985.088170552355,0,"MULTILINESTRING ((1097579.950976279 7202669.256801568, 1097467.335380816 7202845.679790813), (1097295.293407034 7202941.236509664, 1097224.508641477 7202970.388070335, 1096957.456527431 7203035.58098432, 1096449.50799258 7203205.058625913, 1096322.924111799 7203585.755377165, 1096238.447657311 7203754.957283352, 1096069.421846689 7204008.77411315, 1095864.510664386 7204187.805313136, 1095783.41116875 7204425.263470323, 1095604.525593361 7204558.732616517, 1095442.388308911 7205033.571937592, 1095364.676571558 7205339.238552446, 1095192.780748874 7205778.210643806, 1094880.929140391 7206155.501350767, 1094978.910968657 7206428.39365653, 1095105.959376961 7206555.016258565))",5259.206828051579,Austurland
83,26099274,LaxÃ¡ Ã­ LÃ³ni,16871.52347684415,0,"LINESTRING (1082927.541162841 7191861.297969466, 1082749.008443702 7191933.534287652, 1082655.711191982 7192152.605743377, 1082696.350996801 7192380.650712062, 1082489.742800234 7192747.099326866, 1082407.044161298 7193086.68186649, 1082301.150349656 7193370.950218354, 1082286.983871039 7193706.794671992, 1082245.916045197 7193918.903746226, 1081672.087445667 7193994.046115926, 1081628.458852549 7194307.186904322, 1081601.721879597 7194708.16537912, 1081312.018353679 7194804.422577687, 1081061.308563392 7194874.390185861, 1080863.328720851 7195022.23945857, 1080845.556495147 7195289.494774678, 1080944.662523604 7195477.817281287, 1080901.095055745 7195790.79421302, 1080724.920463545 7196264.137275944, 1080595.475802819 7196408.226930881, 1080468.614224922 7196451.36333935, 1080299.095474593 7196452.426439286, 1080244.986720503 7196644.893082168, 1080066.617355154 7196779.522660392, 1079899.45364818 7197119.191650465, 1079685.934044647 7197348.439973478, 1079467.521150058 7197340.086722618, 1079134.89088562 7197309.730568998, 1078822.326942813 7197350.877569292, 1078497.223588152 7197457.246567965, 1078217.337189322 7197504.732345771, 1077845.836869768 7197500.823122139, 1077671.417835882 7197703.827756229, 1076834.410856799 7197745.663628113, 1076631.913044144 7198095.329944083, 1076359.745641243 7198279.549715128, 1076185.473814453 7198482.554525811, 1075927.230189985 7198770.770428021, 1075751.645702858 7198804.630480102, 1075271.756183709 7198661.938937514, 1074842.467834652 7198343.268761996, 1074694.952257611 7198230.581758551, 1074371.114378652 7198067.278976063, 1074099.859869712 7198336.239115094, 1073928.14135564 7198438.481935939, 1073462.869888779 7198484.628145232, 1073258.576343764 7198580.665439981, 1072983.603388313 7198781.375599395, 1072621.720264493 7198729.183948735, 1072151.125557661 7198892.621266576, 1071622.368358649 7199095.641935416, 1071245.83575218 7199209.571979837)",17075.98546212318,Austurland
84,26099282,VolaselskvÃ­sl,3022.707915106714,0,"LINESTRING (1082029.493550865 7191269.184164724, 1081913.01503377 7191433.011190639, 1081858.783238463 7191625.797048167, 1081866.795072834 7191847.540571004, 1082011.326116575 7191977.10557029, 1082006.133277822 7192179.340228749, 1081863.30035036 7192304.136080449, 1081703.571471844 7192340.988190131, 1081782.70609282 7192457.894011066, 1081649.926045665 7192618.488468379, 1081615.216726727 7192798.03178709, 1081610.038083969 7193000.209109577, 1081457.789784546 7193173.943395181, 1081301.835548373 7193279.232652011, 1081198.065166114 7193377.674431688, 1081222.427044713 7193602.435342379, 1081249.367202858 7193726.1256214)",3022.707915106714,Austurland
87,26114811,LjÃ³sÃ¡,42.49964069518104,0,"LINESTRING (1071762.192397213 7272726.955228902, 1071775.109051754 7272719.366065042, 1071785.258059689 7272711.735068019, 1071796.459177853 7272702.030074406)",42.49964069518104,Austurland
88,26118682,StaÃ°arÃ¡,2123.0510449822264,0,"LINESTRING (1073854.210774881 7273878.083327945, 1073841.896466915 7273912.471477184, 1073819.549110487 7273992.293347166, 1073799.729632736 7274114.494549602, 1073787.313081997 7274200.084389743, 1073781.336279651 7274227.681572196, 1073764.436624893 7274259.055332276, 1073740.806612612 7274292.899776291, 1073735.653560762 7274291.883508699, 1073731.190384998 7274284.661889501, 1073723.367272375 7274282.697075932, 1073708.864745449 7274287.455866756, 1073688.252059577 7274270.685399096, 1073673.925187882 7274287.066848496, 1073677.651682181 7274308.878827924, 1073687.162428477 7274324.91982896, 1073691.456605028 7274349.193333755, 1073685.871797464 7274364.903536268, 1073685.83853966 7274387.559502802, 1073674.112366865 7274403.461458304, 1073669.121771868 7274432.621745513, 1073655.03944782 7274450.009398861, 1073653.075654691 7274461.187196068, 1073642.881263084 7274489.127388794, 1073645.588385805 7274516.714810197, 1073639.249525386 7274540.590835573, 1073631.724572442 7274570.505921169, 1073630.252411691 7274592.433300707, 1073627.111099547 7274621.77577893, 1073631.603215457 7274643.430882962, 1073623.447607354 7274670.324618124, 1073620.221903489 7274692.875656233, 1073611.283933494 7274712.372673589, 1073610.841300738 7274738.369525951, 1073608.736211817 7274764.52896499, 1073619.424304445 7274781.612104281, 1073623.084033849 7274807.46000738, 1073628.725728475 7274827.403031419, 1073624.019096994 7274856.436846283, 1073626.870771587 7274880.186522878, 1073611.019712307 7274901.696040265, 1073604.677261561 7274910.105565298, 1073589.156683202 7274919.601974915, 1073574.983476365 7274920.194216493, 1073564.710193665 7274912.374278653, 1073554.519564992 7274903.110799937, 1073546.52174812 7274897.188163813, 1073535.726015781 7274894.089803195, 1073293.152955977 7274931.667437697, 1073028.246032888 7275342.674342891, 1072935.625318694 7275436.043961747)",2123.0510449822264,Austurland
104,26259788,HÃ¡lslÃ³n dam,628.852311321618,0,"LINESTRING (1027749.731561432 7249352.533943568, 1027142.898770229 7249517.486036538)",628.852311321618,Austurland
109,26386097,,380.7229930831204,0,"LINESTRING (1028782.212704456 7260673.251492977, 1028867.478441672 7260684.965025473, 1028939.515226133 7260703.277706229, 1028972.239750578 7260742.972147333, 1028955.169096788 7260820.095385287, 1028935.939300803 7260907.908499811)",380.7229930831204,Austurland
110,26386098,,470.56169887640715,0,"LINESTRING (1028797.644062604 7263299.982809891, 1028753.764936524 7263336.544936197, 1028699.621487259 7263438.358679874, 1028692.84588325 7263480.909438621, 1028753.570003998 7263555.361850754, 1028807.810120795 7263672.419878887, 1028818.108478126 7263700.548664236)",470.56169887640715,Austurland
111,26386100,,112.70221682428304,0,"LINESTRING (1038074.753672267 7232536.938134745, 1038070.027456355 7232527.007463, 1038061.789963653 7232516.438295837, 1038049.705280788 7232501.770733258, 1038033.171507476 7232490.261470105, 1038026.728970258 7232484.16792961, 1038023.801540297 7232480.611909856, 1038020.078450257 7232473.137251265, 1038017.229603202 7232463.548087313, 1038014.348469576 7232460.750748755, 1038007.560580408 7232459.516548639, 1038001.172031 7232460.060076858)",112.70221682428304,Austurland
