,osm_id,name,type,width,geometry,Length,NAME_1
37,24932418,ÃrÃ¶ngÃ¡,4766.071721813066,0,"LINESTRING (873467.412001653 7086409.060879772, 873213.7634783457 7086397.398983098, 872908.6838642778 7086472.373037466, 872509.7652263294 7086091.105206029, 872222.0502274662 7086019.840144643, 871841.2233148301 7086178.65494604, 871444.8297040004 7085983.299608621, 871335.06520373 7085729.206712826, 870965.0942682356 7085518.496919239, 870548.5840175806 7085561.986307219, 870419.4934098847 7085562.840042044, 870183.5675840881 7085583.352111581, 870124.4228333704 7085624.383363989, 870010.0751394222 7085605.650736035, 869853.2014673483 7085564.362305328, 869816.2871655147 7085491.642657207, 869666.7305721622 7085474.008477855, 869607.2201901777 7085421.420605885, 869263.2315178372 7085380.895824605)",4766.071721813066,Suðurland
38,24932419,KrossÃ¡,13861.455322750255,0,"LINESTRING (877070.1549906528 7084372.712742051, 876433.4096448548 7084216.98015391, 876034.6334443915 7084188.845911018, 875636.5289119643 7084082.083053265, 875470.1485948667 7083865.237272271, 874773.6325913994 7083841.046547317, 874343.950485535 7083632.226028615, 873778.3932719537 7083682.965843077, 873148.2237245187 7083726.11915216, 872905.7853609202 7083559.460331385, 872385.6793370629 7083596.153286063, 871931.1245385179 7083522.556044053, 871722.5210181091 7083438.776089092, 871055.897706937 7083458.335519882, 870563.9920456584 7083478.967247386, 870020.6171373203 7083489.176632902, 869716.0032787825 7083405.961368539, 869629.2014095957 7083381.11552034, 869402.4017900805 7083205.783686334, 869090.8649673599 7083124.426927224, 868930.5906234229 7082945.810523481, 868710.8560901617 7082937.748296305, 868587.3669314792 7082781.230611519, 868286.2085509095 7082728.128407462, 868050.0390111144 7082860.197077252, 867952.6408469115 7082884.278540935, 867794.3472357551 7082688.218385865, 867604.9307927289 7082488.513546441, 867134.7314334253 7082397.994744333, 866608.4689501862 7082585.005214822, 865761.0913233622 7082823.408015671, 865388.9537488904 7083312.561099688, 864967.2629891612 7084363.959541435)",13861.455322750255,Suðurland
39,24932420,Fremri EmstruÃ¡,4749.451455179969,0,"LINESTRING (878544.7891135626 7092156.021116113, 877758.8945258902 7091771.799596309, 877443.962782125 7091708.925234566, 877048.8066185908 7091686.130394016, 876409.5393535923 7092134.396091463, 875947.087231101 7092299.039479818, 875856.3400445781 7092305.074690358, 875516.164915249 7092039.072715958, 875370.1911125317 7092000.73015855, 875190.505312115 7092166.543958081, 875015.1233763883 7092194.086900353, 874937.3138294185 7092330.499559038, 874615.1682579847 7092326.587431259, 874516.0266492348 7092307.777170675, 874423.1941862904 7092261.958382607, 874333.6054682645 7092204.075147836)",4749.451455179969,Suðurland
40,24932421,,1110.7292862947604,0,"LINESTRING (878216.5478453226 7090913.281626269, 877794.6255365172 7091391.453058831, 877443.962782125 7091708.925234566)",1110.7292862947604,Suðurland
41,24932599,SkÃ³gÃ¡,14085.808869903274,0,"LINESTRING (874075.2111721351 7071901.280951684, 874023.1620836076 7071830.902982374, 873925.1595878232 7071826.415842562, 873723.809657912 7071795.405213475, 873703.9340219533 7071721.721503044, 873661.567104628 7071556.196237193, 873596.6971509594 7071466.482044246, 873397.089127796 7071407.17594747, 873366.136953745 7071346.436259866, 873097.4490034732 7071293.23542139, 873026.0789823055 7071291.929346262, 872864.1240820207 7071229.976620546, 872790.7351101013 7071178.501078831, 872736.2141984059 7071061.496025883, 872681.5959990467 7070958.754890963, 872636.3219502583 7070924.869094662, 872511.6561774237 7070796.020361091, 872426.361342316 7070643.290350579, 872337.1308550118 7070550.73388415, 872336.9077754284 7070404.488032935, 872352.7277904556 7070324.321777492, 872432.5624510191 7070294.521513674, 872525.5497638915 7070112.907538538, 872491.928355542 7070034.05198497, 872388.5699196632 7069939.81756956, 872362.2807264717 7069758.39731706, 872373.3480881352 7069624.18387474, 872334.5949998992 7069548.288726762, 872345.0643942319 7069446.092050041, 872382.5630583224 7069411.292713173, 872428.0837190901 7069106.390273769, 872417.1895984658 7068969.585625356, 872321.1621137699 7068826.301236525, 872374.3964704906 7068725.586419383, 872358.8382110791 7068641.729752816, 872299.5453971261 7068645.435830484, 872292.9836603424 7068566.203578349, 872201.6628153239 7068544.736068981, 872196.703549728 7068397.923506039, 872119.6750340948 7068349.620188138, 872120.8926001404 7068217.809713405, 872084.7491641843 7068160.053805425, 872183.6949581088 7067968.440440717, 872174.3417242847 7067831.821358055, 872160.0402176252 7067669.646982149, 872113.4928059429 7067578.57930574, 872130.5709373818 7067420.103266514, 872164.2998804554 7067363.456097329, 872229.4193309848 7067310.497167643, 872173.5585935783 7067136.300657844, 872048.1663464352 7067093.005084028, 871944.7343180206 7066957.78444665, 871938.7177626409 7066914.279666155, 871971.1984250399 7066868.182511975, 871972.198682823 7066832.640369019, 871850.1731486485 7066814.700582381, 871784.7620481176 7066721.409751213, 871701.0897046733 7066593.886695403, 871656.0051284374 7066449.496734633, 871689.9331851519 7066161.065623376, 871733.5010222065 7066034.241002595, 871582.8629953912 7065900.623722381, 871363.038279466 7065807.029059935, 871331.553018229 7065614.326419212, 871313.5352760181 7065469.564157527, 871267.1604833731 7065301.861096506, 871136.6451204068 7065231.692676091, 871031.07740428 7065045.887015995, 870959.6158350622 7064931.223718755, 870728.018143406 7064904.056458593, 870620.1005784535 7064801.906085869, 870499.4911440425 7064765.395502631, 870496.3494888711 7064664.338106664, 870403.4832657722 7064625.486863528, 870299.546502806 7064467.887476136, 870173.4682276959 7064413.9735728, 870119.2092064089 7064301.338496702, 870075.3252630238 7064206.707777382, 870100.2742296435 7064036.234655512, 870083.4976091008 7063944.776917262, 870142.1303476021 7063699.932275601, 870255.9328415056 7063517.47363913, 870248.362524369 7063432.68894167, 869819.4606822637 7063382.516670171, 869776.8397915153 7063276.849137665, 869726.6333460547 7063086.399711412, 869650.4387277821 7063032.749956637, 869538.0202303131 7062946.902211497, 869594.562509935 7062740.969525049, 869506.0584761621 7062557.234849229, 869592.7476279635 7062242.946597977, 869681.9672124615 7062163.875676629, 869869.717177255 7062118.693066648, 869908.8694118088 7062061.745561427, 870154.5244845583 7062034.52755598, 870370.00411313 7061880.747202835, 870467.8851940683 7061685.24288118)",14085.808869903274,Suðurland
42,24932639,SkÃ³gÃ¡,576.8216074445727,0,"LINESTRING (870499.4911440425 7064765.395502631, 870296.7230970908 7064757.563717367, 870202.6433849798 7064614.752953537, 870173.4682276959 7064413.9735728)",576.8216074445727,Suðurland
43,24933570,,2860.841527249817,0,"LINESTRING (781503.8832588096 7102879.769404862, 781201.9393149232 7102783.926346394, 781095.6426503849 7102692.066677402, 780883.6343648646 7102234.210749402, 780806.2932096433 7102021.594783484, 780419.5490614284 7101521.635269659, 780094.4312592284 7101217.177908922, 780186.2132043086 7100800.445504944, 780179.2647986002 7100676.431269987, 780173.3311843696 7100632.502003013)",2860.841527249817,Suðurland
44,24933571,,877.4610956480851,0,"LINESTRING (780094.4312592284 7101217.177908922, 779839.0002865095 7101135.32490026, 779708.6540172063 7101027.431752456, 779618.5927395686 7100922.365669985, 779506.4416641619 7100884.494795109, 779441.8704419949 7100712.973913089)",877.4610956480851,Suðurland
45,25463916,Innri EmstruÃ¡,13540.93117577121,0,"LINESTRING (873354.7489843941 7096830.969778482, 873521.9702593948 7096859.494539129, 873632.3199789773 7096864.178793699, 873776.3120662312 7096872.894841349, 873964.7339962152 7096938.067630136, 874189.8162845462 7096982.082778065, 874255.7406217034 7096930.335693894, 874304.8446125628 7096876.58407314, 874508.0666737196 7096960.597183633, 874694.1155166784 7096974.412920729, 874878.8290112074 7097141.436418337, 875070.5824588113 7097249.678342947, 875178.9048356278 7097271.218620476, 875237.4330033767 7097423.092312207, 875284.1807401933 7097530.953221951, 875439.5906263161 7097515.568041652, 875643.1153541884 7097454.859964007, 875788.4212408445 7097523.473398078, 875997.3322868324 7097488.990878632, 876168.8727943719 7097552.261578501, 876434.3213307818 7097473.499465296, 876614.2690586259 7097537.809376637, 876803.9302167485 7097662.949658767, 877021.8426050965 7097765.960026034, 877278.4573853838 7097831.05280654, 877471.1265005023 7097931.034903302, 877774.108798902 7098035.860933153, 878065.3409469298 7098096.702386273, 878261.7812466169 7098094.940527785, 878534.6557570203 7098025.786893229, 878735.4372127336 7098058.67343992, 878872.2573947331 7098126.412048488, 878988.1842120185 7098225.69083204, 878990.7187838105 7098345.293003332, 879064.5919832755 7098439.468261457, 879230.4557538443 7098408.495001672, 879388.9345837389 7098368.119533253, 879568.556034426 7098364.406811647, 879712.2689754788 7098305.202702987, 879852.925115562 7098271.203491222, 879963.0241838618 7098207.917308755, 880055.0574547237 7098082.778092215, 880174.595744707 7098012.12349044, 880317.320445447 7097961.335023382, 880460.0503852167 7097910.552918395, 880593.1341840047 7097798.931713147, 880644.9936823777 7097583.653529989, 880749.5805624281 7097425.940302263, 880810.0768472906 7097279.875473475, 880890.4771293509 7097110.667319416, 880992.0137256751 7096978.136208832, 881132.7499869231 7096944.15891336, 881249.4816400595 7096966.936880194, 881400.6884232007 7096917.201006197, 881610.7762637804 7096874.668482656, 882087.9995591523 7096881.88099066, 882588.4039925721 7096909.055657103, 883136.0245524129 7096899.468134019, 883429.2449751969 7096875.78046166, 883626.8453009001 7096865.94354399, 883947.3828227397 7096828.597422808, 884090.2437216965 7096777.944153187, 884275.1709601176 7096732.473904867, 884362.255522406 7096649.379168876, 884528.3030729608 7096618.648965716, 884805.7901544499 7096584.607828883, 885005.2441810868 7096421.538790629, 885139.6113712726 7096301.628551387, 885204.7228653386 7096258.482332015, 885241.0346776332 7096239.341361546)",13540.93117577121,Suðurland
46,25463922,BlÃ¡fjallakvÃ­sl,2148.4596649563437,0,"LINESTRING (883655.9514286923 7099614.270122007, 883539.6089296562 7099727.772357875, 883435.9601782935 7099876.894877843, 883399.5465628861 7100034.286130623, 883370.5029875095 7100201.097728141, 883185.9448636274 7100314.701323451, 882957.1698505383 7100371.775728369, 882854.4367210959 7100444.341756235, 882621.4012323818 7100466.837125465, 882340.1833349356 7100534.532631448, 882173.5180927884 7100641.856427656, 882033.0995531038 7100743.867957516)",2148.4596649563437,Suðurland
47,25463942,KaldaklofskvÃ­sl,11444.479547564191,0,"LINESTRING (874881.5427115161 7098768.68795277, 875087.6643167629 7098810.588386854, 875231.5772480131 7098819.385818779, 875368.1246528092 7098605.855193089, 875518.1122721304 7098564.285415491, 875831.4926843678 7098653.133794241, 876085.0061279148 7098743.308595171, 876408.7955239133 7098816.429074122, 876638.678704779 7099031.548947831, 876807.080894604 7099120.02418651, 877042.4263610712 7099148.465175052, 877464.1565620661 7099046.165085747, 877718.8227595215 7098915.159301817, 877995.1452289037 7098676.040186337, 878198.4107242775 7098547.338549436, 878359.1570965566 7098558.306357896, 878665.3718218652 7098706.217220231, 878929.52699529 7098849.041245581, 879082.3458451582 7098995.382666808, 879313.3172877848 7099270.500222556, 879455.6519387753 7099432.626710366, 879646.9134339353 7099472.940090628, 879907.6785909208 7099572.841439854, 880107.5533369522 7099682.369505729, 880292.6549618163 7099773.084963061, 880406.6381605205 7099957.335081834, 880598.8885539507 7099989.308871073, 880727.1923392439 7100056.073350564, 880827.0009736696 7100076.7867704, 881006.7422196749 7100141.32275715, 881176.0191652088 7100221.639517034, 881306.3520767037 7100271.641065665, 881380.1161889953 7100365.830152751, 881468.8092704894 7100547.015415714, 881536.2055802508 7100623.404033389, 881613.2168071544 7100760.565466552, 881739.0508090613 7100707.843393394, 881827.1795086253 7100684.572103644, 881957.4855887468 7100734.601630617, 882033.0995531038 7100743.867957516, 882111.1153580477 7100872.654778684, 882191.1758863768 7100984.668026296, 882263.6978269976 7101019.102738601, 882357.9932922192 7100945.520876757, 882445.088975929 7100930.65399448, 882563.7315916731 7100936.700074117, 882722.1573465719 7100896.529729625, 882868.0627838878 7100888.895654274, 882990.6763704119 7100793.243989795, 883091.1855481726 7100669.326121615, 883197.0124107967 7100571.606098562, 883384.8027966639 7100500.99566186, 883563.5938944912 7100642.243560192, 883656.2919450315 7100789.934902342, 883701.8133301014 7100974.393755698, 883815.5636567012 7101158.73046848, 883957.4661772501 7101252.8611193, 884121.3292524907 7101307.122651296, 884285.1891954527 7101361.381862151)",11444.479547564191,Suðurland
48,25572375,FariÃ°,9383.204928478866,0,"LINESTRING (827420.4216967232 7160831.462514065, 826999.832529471 7160869.428972753, 826795.1290933741 7160913.981871393, 826734.5522889863 7160857.556256172, 826489.2756262021 7160814.589795213, 826292.2266614316 7160943.189143517, 826175.7776144388 7161097.061376584, 825964.0562746684 7161207.461637536, 825725.3189634964 7161414.769032774, 825251.4591671778 7161796.506955001, 825282.1335744299 7162132.409598827, 825056.4615556132 7162374.335666538, 824864.8453502444 7162453.627378639, 824530.6029659254 7162933.33087094, 824265.7872994936 7163387.148743027, 824092.7546824767 7163917.156400629, 824018.8599891681 7164141.931764325, 824012.5270790935 7164357.283149428, 823717.4344731832 7164940.567585259, 823710.0530420044 7165321.850522313, 823930.4454684623 7165594.507916679, 824245.2790862009 7165760.99179141, 824247.2479075682 7166209.625777733, 824019.5023480961 7166318.160117876, 823741.3863388892 7166587.370957039, 823825.5890694164 7167044.648619983, 823877.9797405007 7167332.455135436, 823771.2869789026 7167553.468690844)",9383.204928478866,Suðurland
49,25654223,GljÃºfrÃ¡,2724.834702836472,0,"LINESTRING (871024.2666055731 7151786.955608643, 870878.7918664967 7151811.148492602, 870820.2029154135 7151879.394284345, 870717.0462081195 7151900.366961067, 870623.157187501 7151914.090556781, 870493.2199939297 7151948.562917265, 870440.6497244162 7151967.293740827, 870335.4990496349 7152004.779031926, 870215.8342566348 7152023.765192716, 870149.9980697462 7152082.754122412, 870012.8124851454 7152107.989234629, 869928.1977497082 7152114.490677321, 869819.7998001708 7152109.725778836, 869753.4422888635 7152034.709577835, 869709.8638415594 7151979.206515622, 869631.5152413184 7152003.205961088, 869562.6939572103 7152086.974325129, 869478.082748226 7152093.477119133, 869374.2297257673 7152189.740652269, 869256.5797255989 7152192.252402367, 869180.5125990845 7152266.774395671, 869111.7161164117 7152350.530713212, 869014.8632972094 7152389.048302019, 868857.9087464939 7152370.082164671, 868797.0947899492 7152387.853559094, 868612.6635412965 7152457.652932236)",2724.834702836472,Suðurland
50,25654261,Innri-SkÃºmstungnÃ¡,7309.90524504225,0,"LINESTRING (861315.731418545 7140687.558865665, 861330.8718693126 7140741.455669414, 861388.4247920027 7140823.793227973, 861489.3803932664 7140894.468098206, 861600.5781883283 7140949.552522901, 861700.5500539832 7141028.503724326, 861793.2011185791 7141098.199843426, 861799.0361337254 7141191.237943352, 861816.094200867 7141260.402704894, 861817.048256326 7141394.831217862, 861939.4408184779 7141426.065722504, 862045.7202297221 7141522.556057991, 862124.7036808007 7141565.464982239, 862199.7789051475 7141641.485797343, 862211.929125855 7141752.041718178, 862259.1962068139 7141849.95563983, 862266.9684146247 7141926.423649347, 862308.3563816347 7142073.995977173, 862312.2136463341 7142183.562070373, 862300.4743340542 7142282.889208556, 862366.2589058857 7142366.192697193, 862380.8144738274 7142527.364907974, 862434.9109235673 7142567.332833335, 862347.6087854609 7142666.099250703, 862361.7057820782 7142760.074059105, 862375.801203486 7142854.04892827, 862354.7940640415 7142960.642413368, 862389.8302722364 7143090.654365378, 862381.4830945602 7143232.294279762, 862453.5648810861 7143333.117261707, 862456.4310325516 7143450.907816164, 862434.4428504056 7143565.758293764, 862425.6342095374 7143640.22245609, 862473.8361598082 7143729.815811837, 862506.4440554776 7143809.169243369, 862488.3693397447 7143890.921662092, 862592.5855976341 7144003.915903758, 862674.3494565546 7144164.575888812, 862715.6724603628 7144312.06537532, 862725.826511868 7144439.072642392, 862787.6271089551 7144555.428040251, 862813.3563349205 7144692.666235842, 862863.3838989728 7144908.247584976, 862936.2871420267 7145143.300943646, 862919.6239753828 7145283.879776285, 863006.1200675222 7145545.680923917, 863139.4445598064 7145695.64099066, 863289.3162426294 7145847.561324188, 863441.1299967923 7145982.962759243, 863577.7844027285 7146175.235356609, 863774.3187266917 7146357.874329816, 863927.0705742792 7146485.01029546, 864060.3093102237 7146634.979104458, 864213.0365732017 7146762.118843351)",7309.90524504225,Suðurland
51,25654359,Fremri-SkÃºmstungnÃ¡,7402.229914018309,0,"LINESTRING (860547.9046388969 7140520.69126992, 860530.936546474 7140538.183932996, 860497.301080868 7140609.784955409, 860434.9022451413 7140711.596887041, 860390.056472705 7140807.077073869, 860331.5561682098 7140875.75759302, 860252.0700203585 7140908.394557672, 860160.8666430132 7140897.683443936, 860037.0172269619 7140950.30057389, 859929.7481076864 7141004.867791228, 859866.3359492463 7140972.242597859, 859778.5719353603 7141003.908048668, 859648.3843513958 7141039.006376801, 859516.2588944051 7141090.671621449, 859390.486246987 7141159.864053172, 859328.1350277474 7141261.67474746, 859385.2780810521 7141419.438253642, 859415.6085751054 7141590.849871407, 859409.3386023201 7141715.999154761, 859383.5873251206 7141864.025968364, 859357.307886276 7141944.868372735, 859305.1965653617 7142031.05523332, 859299.8991156421 7142147.912571489, 859366.361397699 7142440.982860963, 859334.3414616934 7142714.091856464, 859315.0133515375 7143022.21104478, 859214.2528432324 7143236.882277536, 859172.4669203868 7143450.0620623, 859112.0945048407 7143535.235259747, 859008.8964981434 7143699.268022335, 858883.7666633814 7143835.561291457, 858798.5630015749 7143917.829594908, 858680.7620992897 7144063.358970382, 858668.171026034 7144170.887971203, 858695.0518489699 7144299.805561748, 858697.6176116909 7144492.952631769, 858775.6804097082 7144686.538206759, 859012.4649579794 7144814.898834793, 859161.5824067004 7144974.902111086, 859147.5555060204 7145166.063401401, 859107.7208780436 7145362.569689363, 859191.5449912993 7145506.515187668, 859256.4117012565 7145740.434928622, 859314.4134027103 7145889.716953876, 859370.4708232238 7146055.539772448, 859426.5179654664 7146221.340962144, 859555.1494479678 7146554.881285281)",7402.229914018309,Suðurland
53,25678362,,8460.374893566797,0,"LINESTRING (830580.4789747579 7162896.16777011, 830631.2745296098 7162735.365383896, 830753.2888247592 7162532.394863116, 830851.6964763431 7162393.376120616, 831045.3034195362 7162298.005306737, 831088.3693121471 7162259.546491459, 831211.3747710949 7162149.716896501, 831395.7207607512 7161986.791620876, 831731.8547203033 7161807.124745945, 832042.8907989196 7161857.718764106, 832196.7583214617 7161974.362645796, 832392.5320375627 7162012.393380703, 832590.1007086104 7162033.997194667, 832664.6781285268 7161809.190401765, 832709.9278067406 7161547.869256373, 832903.6592682801 7161452.55803297, 833117.4758093031 7161326.183891056, 833230.4456279208 7161055.589130904, 833292.2221154207 7160796.001530813, 833099.9753704354 7160725.002365728, 833096.1130120917 7160608.045106255, 833220.4203754026 7160538.418151448, 833419.6432084267 7160393.753008333, 833701.4862739447 7160408.002711586, 833778.2076803632 7160316.50620476, 833997.7780796711 7160290.654906698, 834071.1131753586 7160381.958948156, 834219.3701302812 7160398.240369577, 834367.4258457473 7160264.646628946, 834451.3997681128 7160107.354674264, 834667.3793959517 7160114.439997095, 834800.9865322018 7160112.487863586, 834943.4758532292 7159878.353946522, 835130.1433471465 7159848.945290389, 835305.9438123312 7159918.268342312, 835410.0830305929 7159729.884338318, 835688.2321076879 7159627.297935994, 835935.3897031969 7159654.56740608, 836074.5988209369 7159753.218491775, 836180.8489529997 7159848.236188051, 836320.0416595808 7159946.898863083, 836468.5275007059 7159879.758221561)",8460.374893566797,Suðurland
56,25746494,,953.4397430758693,0,"LINESTRING (831088.3693121471 7162259.546491459, 830822.8836391014 7162189.822967347, 830796.7473805454 7161970.701514188, 830608.1220481189 7161866.99013749, 830529.7511437518 7161974.936563198, 830420.4311937052 7161966.781764212)",953.4397430758693,Suðurland
63,25746647,HvÃ­tÃ¡,36165.15746573426,0,"LINESTRING (834301.4258743143 7153433.8091156, 834356.4135386467 7153511.466465403, 834593.2203842364 7153637.550615322, 834878.1604441882 7154085.96509682, 834885.8374970785 7154320.390918825, 834781.812582776 7154659.316992073, 834809.8255324229 7155012.693956602, 834924.1541159446 7155492.261885338, 835080.2906574949 7155742.893421053, 835327.9512667053 7155920.213466529, 835527.907465271 7156075.62281888, 835656.9117717933 7156723.439105785, 836018.0850264878 7156929.964303439, 836674.5575417185 7157635.90727224, 836837.7205107764 7157820.627016397, 836709.7683603915 7158223.148480549, 836722.9123239906 7158707.861309256, 836543.845798082 7159271.22167484, 836474.6008197088 7159746.655967155, 836468.5275007059 7159879.758221561, 836451.1567361904 7160260.398260851, 836453.2748428145 7160693.627271494, 836488.2297454136 7160980.558676031, 836832.4300064375 7161335.012016205, 836956.8887297441 7161415.388873416, 836999.0632501415 7161636.498190125, 837182.1307082642 7161939.786894096, 837193.3345665254 7162590.179198862, 836721.7597365879 7163236.832868582, 836860.8298077779 7163485.186426861, 837129.7013322077 7163764.554210454, 837623.4205447268 7164418.262274043, 837915.8974496645 7164783.445798284, 837921.3765280333 7165033.528030269, 838124.215801606 7165305.568113062, 838498.8002321976 7165530.226804623, 838719.9680050516 7165338.701535563, 839058.0710522307 7165293.271425699, 839165.9288542023 7165222.164739314, 839134.9904504875 7164902.691336773, 839297.71546209 7164787.789585713, 839559.0732979677 7164833.62702514, 839860.5886602974 7164967.156821883, 840337.6032201101 7165020.572896398, 840703.0208239463 7165177.985568108, 841013.6883645579 7165229.497278485, 841194.4518862958 7165399.497674774, 841653.109082924 7165467.710061868, 841983.8862676455 7165488.301227737, 842137.2490333399 7165605.383109285, 842233.8531816632 7165782.606433958, 842434.6693622679 7165921.677605551, 842769.1159592113 7165909.519538866, 842900.6708078631 7165924.374860903, 843062.9951032538 7166109.044612425, 843402.4520101263 7166347.00333805, 843464.2215187628 7166536.938260038, 843688.8158065539 7166612.250889557, 843905.6567953986 7166902.898739404, 844029.4124864949 7167133.088759478, 844266.9902257186 7167093.517874877, 844476.6197748233 7167300.228818295, 844600.3145145274 7167530.432294387, 844653.0051145502 7167652.802822866, 844848.3615006867 7167691.624861985, 845052.6807140921 7167797.985101334, 845296.9485050171 7167992.038103135, 845605.041783546 7168209.999204558, 846040.802786005 7168475.79818754, 846250.2239978367 7168682.558684844, 846395.7766882153 7168865.405305937, 846601.8484413818 7168955.440004389, 846696.6638078869 7168999.528894272, 846801.817446602 7169244.248546749, 846903.6668318154 7169372.242402179, 847153.8118212987 7169367.634483192, 847428.3041492008 7169731.47673784, 847551.1709324018 7170111.170113942, 847697.9428457743 7170427.101221414, 847696.9172683889 7170726.048213419, 847793.0246977583 7170903.214132473, 847742.7318082557 7171196.474319913, 847791.4577579161 7171351.567393002, 847976.6091188188 7171621.986777259, 848005.1340674616 7171807.973234534, 847843.7070261098 7172055.157598663, 847900.7490619263 7172427.049401565, 848020.7248345527 7172540.470403038, 848151.4472412064 7172704.933937479, 848296.1198469107 7173037.040519973, 848435.6637992437 7173268.931464708, 848425.6642410343 7173500.196112555, 848369.0891862228 7173991.667803264, 848364.7464865569 7174173.73715417, 848605.8076444463 7174533.4213769, 848732.6266960285 7174730.575340536, 848642.500861918 7174935.913488412, 848572.559199569 7175110.369482039, 848608.6461122683 7175662.022057237, 848429.6344263884 7175774.10534459, 848161.7117654413 7175793.015870742, 847861.780373111 7176090.234639313, 847588.2556109254 7176158.290784539, 847322.2620011093 7176160.898162107, 847219.6379213687 7176331.538802943, 847021.9361365816 7176607.33412209, 846672.1792346031 7176616.947635996, 846401.1050977227 7176519.539867709, 846122.5203077424 7176487.631556607, 845885.6059638911 7176526.848837777, 845657.143889752 7176782.580163122, 845512.5152306679 7177031.303274074, 845450.1548073175 7177115.252898767)",36165.15746573426,Suðurland
